ID Transaksi,Tanggal,Bulan,Tahun,Usia Pembeli,Gender,Berat Barang (gr),Berapa Kali Transaksi,Waktu Pengiriman (Hari),Ongkos Kirim
2431,16,1,2024,29,P,149,4,11,30000
6382,4,8,2022,39,L,456,16,3,50000
6749,3,9,2023,45,P,334,8,10,50000
2824,13,12,2024,66,P,625,15,1,10000
2607,23,11,2022,24,L,818,1,7,10000
1858,15,7,2024,37,P,451,8,8,40000
8057,25,6,2022,62,L,886,14,1,50000
1284,13,12,2024,75,L,292,12,1,50000
4172,17,12,2023,49,L,971,19,13,20000
3401,23,12,2024,37,L,305,7,3,10000
4687,20,4,2022,55,P,85,13,14,20000
3929,23,6,2022,57,P,755,9,6,30000
5471,7,2,2024,55,L,9,19,11,10000
5547,11,11,2023,32,L,276,4,9,50000
2981,30,3,2023,62,L,11,3,10,10000
7667,1,10,2022,45,L,747,1,4,30000
5861,17,10,2022,42,P,766,4,14,20000
816,10,12,2024,31,L,752,14,2,40000
2943,8,8,2024,57,L,155,10,7,20000
5316,24,4,2023,59,L,165,2,1,30000
915,15,11,2022,76,P,96,18,1,10000
5359,2,1,2024,75,L,498,10,3,50000
2493,21,6,2023,72,P,25,9,7,30000
1104,25,2,2022,74,P,949,1,4,30000
52,18,12,2022,45,P,311,5,8,20000
1096,5,6,2023,59,L,249,14,12,50000
9585,6,3,2023,69,P,252,12,9,30000
5128,2,3,2023,58,P,238,3,8,30000
3974,26,10,2024,48,L,404,9,5,10000
515,21,9,2024,39,P,708,2,7,50000
3861,17,12,2022,34,P,788,4,8,30000
7767,7,11,2024,73,L,399,3,4,10000
1770,25,12,2022,46,P,293,1,1,50000
1542,4,4,2024,65,P,705,3,5,50000
4303,29,11,2022,50,L,344,5,6,30000
1450,11,3,2022,25,P,685,15,13,10000
1764,16,6,2023,64,P,703,2,8,40000
9085,5,8,2022,75,L,986,19,8,50000
255,29,10,2022,49,P,498,20,5,40000
263,30,12,2022,34,P,872,10,10,30000
5711,15,7,2023,28,L,304,4,1,10000
7766,1,6,2024,67,L,781,11,11,10000
2155,25,12,2024,49,P,158,18,11,10000
3754,28,6,2023,51,L,135,10,10,50000
2757,4,8,2024,46,P,796,9,12,40000
6250,8,11,2024,38,P,740,8,2,50000
5566,2,10,2024,56,L,731,7,10,40000
7751,26,5,2024,28,P,643,3,13,30000
572,30,12,2024,43,P,543,8,8,10000
9716,13,11,2022,54,P,752,12,13,50000
2457,25,12,2024,71,P,594,6,3,40000
3320,29,12,2024,67,P,270,14,3,30000
3406,23,12,2024,28,L,508,5,3,30000
3300,24,10,2024,69,L,786,17,10,50000
1608,27,11,2023,26,P,242,11,9,40000
3931,3,4,2022,44,L,822,5,11,10000
1762,31,10,2022,53,L,421,19,12,50000
6981,17,8,2022,43,L,991,1,14,10000
2023,2,8,2023,63,L,398,15,14,30000
9793,6,8,2023,38,P,493,20,14,30000
3741,16,1,2024,71,P,237,4,5,20000
4903,7,2,2022,25,P,294,11,12,30000
5153,9,10,2024,78,L,257,19,2,30000
3570,2,8,2023,35,L,837,2,4,40000
7409,20,1,2024,36,P,587,18,1,50000
1320,13,7,2023,40,L,725,10,11,10000
5464,15,6,2022,73,P,423,16,13,20000
3961,25,9,2024,75,L,802,6,1,50000
9630,10,12,2022,30,P,126,18,6,30000
4436,28,10,2023,59,L,720,3,4,30000
9549,3,9,2023,35,L,314,6,13,40000
2596,9,2,2024,33,L,40,6,3,10000
5883,29,4,2023,44,P,568,5,7,20000
9521,27,4,2022,37,P,476,3,6,40000
9002,2,10,2023,71,P,396,5,5,30000
4379,4,10,2024,41,P,714,17,2,10000
8381,29,11,2024,58,P,115,18,10,10000
7024,27,10,2023,39,P,227,11,2,10000
6914,16,11,2022,66,L,757,6,12,40000
1464,29,11,2022,48,L,214,16,13,40000
5222,1,9,2022,70,L,762,9,9,20000
2712,29,11,2023,66,L,833,9,7,40000
8977,1,5,2024,62,L,871,2,11,30000
7335,13,1,2024,28,L,148,8,3,30000
4380,16,4,2024,60,P,36,13,1,50000
1263,29,5,2023,28,P,840,19,12,20000
6802,26,8,2024,71,P,540,19,4,50000
9179,16,8,2023,35,P,894,14,10,50000
1733,3,2,2024,21,L,355,11,5,10000
8339,27,11,2023,62,P,584,16,14,20000
1049,1,6,2022,49,P,125,17,14,50000
7333,21,5,2022,34,P,125,12,5,40000
3316,26,5,2022,78,P,67,8,11,20000
5551,21,6,2024,25,L,494,11,13,50000
5252,28,10,2024,78,L,538,4,2,30000
4401,11,6,2022,40,L,963,18,9,50000
2460,15,1,2024,40,P,617,18,7,30000
436,7,12,2022,68,L,401,6,5,20000
1800,29,5,2024,55,P,707,15,6,10000
7356,26,12,2023,21,L,837,2,3,40000
9057,16,1,2024,67,L,80,14,1,40000
6432,14,7,2024,22,P,457,8,1,50000
311,12,1,2023,58,P,482,13,12,20000
7524,24,9,2024,33,L,752,17,3,20000
244,28,5,2022,72,L,762,5,5,20000
105,1,12,2024,68,P,196,2,11,50000
3757,9,1,2024,48,P,347,4,8,10000
3425,6,8,2024,64,L,606,11,2,40000
7452,10,3,2024,72,P,325,5,11,50000
7802,11,10,2024,41,P,901,20,2,40000
7153,12,9,2023,30,L,953,12,4,50000
3773,11,11,2024,44,P,263,12,13,40000
9336,5,8,2023,43,P,630,5,6,10000
3655,10,8,2024,42,L,750,7,6,40000
4209,25,3,2024,57,L,32,20,7,40000
4714,13,10,2022,32,L,697,5,10,30000
9205,28,5,2024,51,L,186,3,11,30000
8300,23,10,2023,46,P,292,19,9,50000
8583,30,2,2024,71,L,640,3,14,30000
193,15,6,2023,68,P,182,2,2,10000
180,28,1,2023,49,P,898,13,11,20000
4831,20,1,2024,36,P,700,13,10,10000
4803,11,7,2022,25,P,851,10,1,20000
4386,2,8,2022,62,L,930,20,3,20000
8827,11,5,2022,39,L,376,10,1,30000
6256,23,4,2022,25,L,978,20,3,40000
2908,24,2,2022,29,P,303,11,9,10000
3683,14,1,2024,40,P,991,11,9,10000
7021,10,7,2023,50,L,34,2,1,40000
5898,21,4,2023,23,L,307,9,9,50000
9495,3,3,2022,71,L,943,17,5,10000
5656,13,12,2023,22,P,283,16,2,50000
2121,26,8,2022,74,L,204,1,13,10000
5274,28,3,2024,45,P,617,16,7,30000
9844,3,7,2024,38,P,68,3,11,50000
6171,23,7,2023,60,L,831,1,7,40000
1656,18,4,2024,31,L,125,5,6,40000
4555,3,3,2023,48,L,680,12,3,20000
4330,3,10,2024,73,P,11,16,6,20000
5416,8,10,2022,36,L,795,16,14,50000
9457,13,11,2022,49,L,756,2,8,50000
5800,10,8,2024,37,L,409,11,3,20000
1930,21,9,2023,41,P,888,10,10,50000
3351,3,10,2023,22,L,37,4,8,40000
7693,13,10,2023,43,P,338,9,9,50000
5486,20,2,2022,38,P,92,8,7,10000
9523,28,11,2024,22,L,633,6,1,30000
6355,2,11,2022,28,L,420,2,7,30000
3639,9,10,2024,80,L,149,18,10,20000
8485,21,11,2023,77,P,567,14,7,40000
3462,11,7,2024,48,L,276,19,6,50000
2740,26,4,2024,42,P,457,11,9,10000
2158,22,10,2023,53,P,513,3,7,10000
1840,30,2,2023,39,P,516,9,9,20000
5981,1,5,2023,46,P,207,16,1,40000
7740,18,7,2024,48,L,819,4,13,10000
9334,5,4,2024,66,L,986,7,8,40000
74,28,11,2024,26,L,17,12,9,40000
2252,30,12,2022,33,L,738,5,5,10000
686,22,4,2024,40,L,45,5,12,40000
2226,9,1,2024,52,P,56,1,2,10000
5969,6,10,2022,72,L,388,20,3,50000
5295,9,10,2023,58,P,745,4,6,30000
5150,31,10,2023,70,P,450,10,2,50000
2523,17,3,2024,65,L,975,7,6,40000
2848,16,1,2022,64,L,649,12,6,10000
8680,8,11,2024,57,P,167,5,5,30000
9235,26,6,2022,75,L,607,8,3,50000
1711,27,10,2022,69,L,724,16,9,50000
5610,27,5,2023,80,P,845,12,4,10000
2943,26,6,2023,52,P,666,10,7,50000
8821,25,12,2023,22,L,54,15,9,30000
9871,28,7,2022,53,P,584,12,6,50000
7037,6,12,2022,78,L,11,5,12,40000
1087,6,10,2022,80,P,82,20,5,40000
5990,23,12,2024,61,P,863,8,9,40000
3688,9,7,2022,45,P,130,10,1,50000
9717,7,2,2024,65,L,736,6,5,10000
1124,31,6,2022,61,L,506,11,7,30000
616,3,11,2024,77,P,712,11,8,10000
5231,21,7,2022,38,P,945,19,11,50000
4602,30,7,2024,54,P,566,15,10,10000
5219,27,4,2024,47,L,940,7,9,50000
8398,20,10,2024,44,P,74,5,14,30000
8133,28,3,2023,40,P,7,2,4,20000
9515,7,3,2022,49,P,735,2,10,40000
1756,8,12,2023,34,L,949,20,10,40000
6766,8,12,2022,56,P,692,17,10,20000
1717,28,8,2023,60,P,36,8,5,40000
1575,1,12,2024,47,L,391,19,9,40000
1355,24,7,2023,24,L,844,4,1,30000
31,4,4,2023,24,L,516,9,12,30000
8104,21,3,2023,58,L,212,7,12,20000
3734,17,5,2024,54,L,552,18,13,20000
1,21,2,2023,41,L,538,15,5,40000
9871,5,2,2022,62,P,323,11,12,50000
9171,25,11,2022,75,P,529,11,2,40000
478,29,12,2024,76,L,566,5,4,10000
4217,30,4,2022,52,L,681,2,7,10000
8891,6,4,2022,56,L,855,20,7,40000
6270,8,2,2023,41,P,343,11,10,30000
402,20,3,2023,69,P,104,18,6,20000
1117,12,11,2022,63,P,299,4,7,50000
5033,29,5,2023,62,L,106,20,13,10000
3685,29,2,2023,27,P,956,12,5,20000
5706,26,4,2024,63,P,223,5,11,20000
1769,3,1,2023,67,P,192,7,13,50000
5490,4,1,2022,69,P,605,13,9,50000
5981,19,7,2023,78,L,523,2,1,10000
7889,6,11,2024,47,P,954,12,2,50000
7221,4,8,2022,33,P,713,8,1,20000
8522,11,4,2024,76,P,482,20,12,30000
6972,9,3,2024,22,P,256,7,5,20000
855,10,4,2024,46,P,711,14,8,50000
9869,26,7,2024,61,L,313,8,9,20000
6857,11,11,2022,69,L,79,15,7,10000
220,3,12,2022,46,L,759,15,6,50000
6427,10,4,2024,56,L,538,5,9,10000
6701,13,7,2024,37,L,692,5,2,30000
652,14,11,2024,68,L,952,16,11,30000
3733,15,12,2024,62,P,494,12,14,40000
3950,20,4,2022,73,P,704,19,9,20000
4997,28,6,2023,43,L,960,6,2,30000
7286,6,2,2023,60,P,86,13,14,10000
1053,30,10,2023,39,P,659,14,3,30000
9176,13,2,2023,65,L,590,7,9,30000
1307,10,9,2022,78,P,876,9,13,50000
6984,20,7,2023,61,L,678,12,7,30000
8604,1,7,2023,70,P,363,5,1,20000
2688,6,4,2022,71,L,660,6,11,30000
9845,7,12,2023,43,L,946,7,4,40000
1722,12,3,2022,28,L,924,6,4,40000
6259,13,11,2023,61,P,434,20,3,40000
6812,26,12,2023,77,P,534,3,6,30000
734,3,9,2023,80,L,694,13,1,40000
4505,18,3,2024,62,P,13,10,3,40000
4045,10,12,2023,54,P,897,14,13,50000
4972,19,10,2024,39,P,905,12,13,50000
9013,7,5,2023,45,L,44,6,1,20000
2850,1,5,2022,80,L,526,1,13,30000
8448,20,11,2023,35,P,883,17,1,10000
5805,15,8,2022,34,L,193,4,8,20000
9603,9,5,2024,27,L,390,13,2,50000
1851,20,3,2022,69,P,48,6,9,10000
2774,1,8,2024,72,L,496,8,2,10000
3794,6,8,2024,44,P,909,20,7,50000
2691,14,3,2024,27,P,164,19,10,30000
5005,9,7,2022,28,P,18,10,7,10000
4985,17,12,2024,44,L,147,7,14,10000
2583,22,7,2024,45,P,983,4,2,10000
9392,2,6,2022,43,L,510,8,14,40000
9898,22,3,2023,25,L,619,12,12,40000
1973,4,10,2023,49,L,285,9,5,10000
6699,6,11,2022,80,P,560,4,6,30000
2066,3,5,2024,47,L,240,9,8,20000
8797,25,11,2024,74,L,468,2,2,10000
4075,26,3,2023,40,L,771,14,12,20000
595,14,7,2023,50,L,557,13,12,20000
3147,15,11,2022,32,L,731,2,3,20000
2003,26,7,2024,34,L,460,2,10,20000
5605,19,1,2024,70,P,25,6,1,10000
857,30,12,2022,40,P,519,19,8,40000
8787,10,9,2023,57,L,866,4,10,30000
8213,12,7,2024,28,L,945,12,9,30000
1787,29,3,2022,80,L,859,8,1,50000
2243,8,7,2024,28,P,139,10,6,50000
355,16,5,2022,36,L,125,6,7,30000
407,13,6,2022,25,P,459,1,14,40000
5569,23,10,2024,35,L,105,15,8,50000
4674,30,6,2023,61,L,690,7,12,30000
7858,29,12,2022,22,P,691,17,14,30000
1706,6,1,2024,73,P,207,17,9,10000
4632,22,3,2024,29,L,333,4,12,30000
9915,30,8,2022,30,P,219,17,10,30000
2988,31,10,2022,53,P,746,6,9,20000
5275,10,8,2024,33,L,543,19,6,10000
1145,4,5,2023,33,P,891,2,6,50000
2593,13,1,2022,71,P,999,20,5,50000
7078,27,6,2023,80,P,179,14,11,40000
6347,11,8,2023,42,L,706,14,8,20000
9766,9,12,2022,69,L,640,18,1,50000
6106,18,2,2023,38,L,603,16,1,30000
1610,2,4,2022,59,L,944,10,13,50000
1230,27,11,2022,52,L,743,4,10,30000
9132,14,4,2024,53,L,760,6,5,50000
5320,6,12,2022,71,L,940,13,7,20000
2652,16,2,2022,70,L,69,4,10,30000
3656,9,12,2022,42,L,892,3,5,20000
4365,22,5,2023,62,L,131,13,13,20000
718,15,12,2023,31,L,283,14,12,50000
4467,3,11,2023,68,L,419,7,11,10000
3798,5,11,2022,75,P,534,6,5,10000
8715,30,3,2023,29,P,494,2,13,40000
3634,26,10,2023,63,L,704,19,2,30000
7471,15,2,2024,58,P,670,5,12,20000
8921,29,4,2023,44,P,997,20,12,20000
2112,22,6,2024,30,L,716,14,5,20000
662,28,8,2022,55,L,100,13,13,40000
6257,22,11,2024,51,L,914,11,10,10000
6291,10,11,2022,49,L,552,7,1,30000
9504,24,10,2022,49,P,533,17,14,50000
4982,1,4,2022,60,P,724,7,4,40000
6417,20,6,2024,22,L,814,3,11,40000
8613,8,11,2022,77,L,263,20,11,10000
9330,10,2,2023,39,L,348,1,3,40000
9430,3,6,2022,55,P,359,17,8,10000
1187,4,7,2022,40,P,295,11,12,10000
2388,3,7,2023,49,L,654,14,14,20000
3084,2,5,2024,77,P,505,3,13,40000
8352,21,7,2022,25,L,822,14,8,50000
4382,20,2,2022,47,P,834,3,6,50000
6927,21,9,2024,58,L,361,18,4,40000
2717,10,7,2023,61,P,625,16,13,10000
8881,30,5,2024,62,L,493,6,11,30000
2603,12,12,2023,66,P,647,20,1,20000
5735,11,9,2024,51,L,459,3,9,40000
9751,5,10,2022,28,P,154,7,11,40000
220,18,3,2022,74,L,307,16,9,50000
6295,7,4,2024,62,L,884,14,5,50000
7736,8,11,2023,25,L,779,18,12,40000
7086,21,10,2023,63,L,863,15,2,50000
4075,28,9,2023,48,P,818,14,6,50000
7031,22,9,2023,76,L,418,11,14,30000
7424,21,2,2022,61,L,760,5,4,40000
6402,5,9,2022,46,L,169,9,12,50000
7705,2,6,2024,22,P,387,18,4,20000
290,3,4,2023,60,P,696,20,12,10000
8859,19,8,2022,50,P,226,13,1,50000
5017,30,7,2024,35,P,201,1,13,40000
8492,9,11,2024,80,L,742,16,8,10000
728,4,12,2022,69,L,313,10,11,50000
2061,14,1,2022,78,P,404,17,8,10000
5058,15,6,2024,38,P,141,12,2,30000
8696,2,11,2022,64,L,393,14,12,50000
8818,27,9,2023,46,P,266,15,9,50000
834,17,12,2023,48,P,464,20,1,40000
9761,26,2,2024,77,P,313,19,14,50000
1601,25,6,2024,56,L,914,4,4,20000
5047,22,7,2024,79,P,267,10,7,10000
8877,14,3,2024,70,L,332,18,9,50000
9865,10,2,2024,53,P,765,13,5,30000
2332,30,8,2023,47,P,720,8,7,30000
8066,9,9,2024,23,L,24,2,10,30000
7182,18,5,2023,64,L,532,7,14,10000
5378,28,7,2022,30,P,270,13,1,20000
1112,18,4,2024,29,L,655,13,2,50000
3366,30,6,2024,65,P,382,11,11,20000
3503,2,2,2024,23,P,75,17,11,40000
6051,15,8,2022,23,L,495,11,2,50000
1052,6,4,2023,72,P,613,3,13,50000
5449,12,9,2023,41,L,713,4,5,20000
4687,23,10,2024,26,P,839,1,5,40000
4775,26,7,2024,43,P,974,1,13,30000
6235,30,4,2022,25,L,168,6,13,20000
6011,6,1,2022,28,L,986,4,5,50000
2381,7,12,2023,64,L,389,8,10,30000
901,22,6,2023,41,P,47,11,7,40000
6310,3,2,2023,60,P,70,9,7,10000
2664,9,8,2023,65,P,213,2,1,40000
9614,1,5,2024,39,L,379,20,6,40000
130,31,3,2023,74,L,357,5,3,30000
2537,14,3,2024,59,P,143,4,10,40000
1199,21,9,2024,45,L,475,13,8,10000
992,3,5,2023,57,L,536,20,4,30000
8886,22,1,2024,21,L,695,3,12,40000
4627,28,10,2024,55,P,345,11,1,10000
4118,21,2,2023,21,L,91,16,4,10000
8869,15,8,2022,47,L,980,19,11,40000
8681,28,1,2024,24,P,746,5,8,30000
4710,19,3,2022,49,L,716,3,12,30000
1479,18,6,2023,51,P,552,2,1,10000
5586,25,1,2024,25,L,23,17,1,10000
6346,14,4,2022,70,L,165,7,3,10000
223,2,3,2024,70,L,296,12,7,40000
7569,5,5,2024,49,L,307,1,6,40000
4551,22,2,2022,69,P,986,9,10,20000
7320,25,6,2022,64,P,520,5,1,40000
9147,6,11,2023,74,L,820,4,5,20000
1341,31,9,2022,22,L,242,10,13,40000
6047,8,1,2024,73,P,659,4,8,40000
7899,17,6,2023,52,L,297,5,8,30000
8692,7,10,2022,44,L,284,13,8,40000
2388,22,10,2024,73,P,860,20,9,20000
6844,19,4,2022,69,P,572,15,7,30000
9269,3,5,2022,73,L,187,16,3,30000
637,12,4,2024,42,P,569,15,14,50000
2536,7,2,2024,76,P,606,2,7,10000
86,29,2,2024,27,L,902,17,11,50000
8000,13,10,2023,21,P,97,8,10,50000
6721,5,7,2023,75,L,465,15,12,30000
2228,8,10,2023,28,P,989,1,1,40000
3512,5,6,2024,64,P,112,17,2,30000
7340,30,2,2022,80,L,995,5,9,40000
9692,31,6,2022,37,P,898,5,6,20000
6359,21,5,2024,54,P,622,14,13,20000
9855,1,4,2023,50,P,604,10,2,10000
9213,11,2,2023,22,P,207,11,3,10000
2797,22,11,2024,38,L,348,8,2,30000
3245,16,5,2022,67,L,659,1,2,10000
1247,18,6,2023,74,P,315,5,2,40000
1000,13,11,2024,49,L,891,2,11,30000
3215,15,2,2022,53,L,772,6,5,10000
3881,25,12,2024,34,P,457,10,8,50000
3929,12,6,2024,70,L,410,9,10,40000
742,22,2,2022,60,L,97,19,9,30000
6840,28,5,2023,57,P,514,5,13,20000
8156,21,10,2022,30,L,867,19,2,20000
6425,15,6,2023,34,L,571,14,14,10000
4015,9,11,2022,64,P,881,2,7,50000
2152,11,3,2023,70,P,399,14,7,30000
6143,23,9,2024,30,L,494,1,4,30000
7582,26,11,2023,72,P,44,4,4,40000
5406,20,8,2023,44,P,208,2,12,40000
7189,25,5,2024,46,L,392,1,3,30000
6914,30,1,2023,26,L,671,17,8,10000
7032,22,8,2022,47,P,940,20,10,50000
557,4,2,2023,57,L,639,3,13,20000
9949,22,2,2023,55,P,902,4,3,30000
803,23,1,2023,40,P,199,16,14,10000
6668,29,4,2023,73,L,23,4,4,40000
8885,24,5,2023,21,L,925,18,13,50000
6873,12,2,2023,55,P,732,18,6,10000
4348,3,10,2023,76,L,32,6,7,50000
5462,27,2,2023,46,P,570,14,13,40000
4624,22,3,2023,41,P,669,9,8,50000
6464,3,4,2024,66,P,692,1,2,50000
2291,15,8,2024,71,L,196,17,14,30000
6768,24,1,2024,54,P,486,6,9,10000
170,6,12,2023,76,P,244,15,3,20000
1861,7,8,2022,48,L,272,5,3,30000
8970,8,1,2024,24,P,410,14,8,50000
5569,3,11,2023,30,P,224,13,3,30000
7055,2,10,2023,63,P,520,1,4,10000
6989,19,3,2024,32,L,877,1,3,50000
5904,16,3,2022,67,P,417,1,13,10000
3519,20,3,2023,27,P,31,2,13,50000
2749,16,3,2023,54,L,47,7,6,30000
4439,27,10,2022,63,L,180,14,6,10000
9696,30,7,2024,59,L,527,7,13,50000
6161,14,8,2022,41,P,649,3,8,50000
8718,7,5,2024,78,P,817,8,14,50000
886,2,11,2023,66,P,839,9,13,30000
6524,4,2,2023,42,L,624,14,5,10000
332,10,9,2022,28,P,409,1,10,50000
4839,24,8,2024,64,L,286,7,1,10000
9986,7,2,2022,60,L,140,19,6,10000
5451,13,3,2023,41,P,152,5,2,20000
5265,15,6,2024,79,P,656,3,12,20000
6583,7,9,2023,71,P,346,1,12,50000
6630,22,10,2024,70,P,256,7,12,40000
2441,20,10,2022,43,L,855,7,2,20000
3836,3,11,2022,49,P,174,10,9,30000
702,23,9,2024,41,P,719,10,2,30000
4934,18,2,2022,23,P,207,10,10,40000
8606,28,4,2024,28,P,451,3,8,20000
3832,1,10,2023,56,P,239,3,6,50000
4686,15,9,2022,55,P,226,17,2,50000
6082,26,3,2023,68,P,409,11,6,30000
2602,3,7,2022,42,P,548,6,6,50000
6547,27,1,2022,56,P,598,7,12,10000
1281,28,9,2024,35,P,194,11,1,20000
9527,24,8,2023,74,L,629,14,13,20000
824,7,5,2023,36,L,936,9,5,40000
5513,14,12,2023,67,P,90,4,12,20000
80,17,8,2023,49,P,541,19,5,40000
9574,18,6,2022,60,P,927,13,10,50000
3149,12,12,2024,67,P,57,9,2,40000
9832,26,11,2023,45,P,567,9,5,30000
9346,18,7,2024,57,P,113,2,10,50000
1453,12,8,2023,42,P,316,17,4,30000
5356,22,11,2022,75,P,596,7,2,10000
7209,2,7,2024,23,L,711,4,7,20000
1997,31,1,2022,65,P,264,17,12,30000
204,14,2,2023,62,L,551,7,5,40000
1939,2,10,2022,80,P,301,2,9,20000
3999,31,12,2024,23,P,523,20,12,50000
6317,18,6,2024,46,P,373,14,11,20000
4948,14,6,2024,25,P,584,9,11,30000
5979,9,1,2022,59,P,275,19,14,50000
1208,21,12,2022,61,L,399,10,6,30000
4680,7,5,2024,40,P,247,11,14,30000
453,27,11,2024,23,P,559,7,1,20000
298,9,6,2022,44,L,760,14,10,40000
5198,17,6,2024,61,P,867,11,10,10000
624,12,1,2023,31,P,243,4,3,10000
8734,24,5,2023,26,L,660,4,13,10000
2767,30,9,2022,30,L,956,9,12,30000
7257,14,12,2022,70,L,174,17,9,10000
9096,11,8,2023,47,L,509,19,8,10000
2024,15,8,2023,54,P,76,7,6,20000
7224,4,4,2022,57,L,665,11,1,20000
3796,23,12,2022,35,P,20,17,10,30000
1815,26,10,2024,40,L,243,2,14,30000
1073,27,10,2024,54,P,588,3,10,10000
5392,17,7,2022,66,L,466,13,9,20000
692,25,9,2024,29,L,862,1,7,30000
7236,23,4,2023,43,L,955,14,5,20000
442,15,1,2024,25,P,212,5,9,10000
8539,23,11,2023,38,P,790,10,7,40000
3780,16,8,2023,35,P,765,16,1,10000
53,27,7,2022,73,L,485,11,13,30000
9859,24,4,2022,66,P,831,5,14,20000
814,23,2,2022,69,P,60,4,11,30000
2482,9,4,2022,37,P,781,3,6,40000
554,24,3,2024,64,P,155,17,6,10000
7764,1,10,2024,34,L,159,20,8,10000
3638,6,4,2023,64,P,245,7,5,40000
6966,30,4,2023,70,L,8,8,9,20000
4332,29,12,2023,28,P,355,19,4,20000
6787,23,2,2022,34,L,519,3,6,50000
1420,20,3,2024,78,L,301,20,9,10000
3097,12,10,2024,44,P,238,4,1,10000
1335,4,11,2023,70,L,665,18,12,30000
7086,16,4,2023,72,P,891,3,1,40000
3921,9,3,2024,59,P,654,14,2,10000
1062,12,4,2022,64,P,425,8,6,10000
438,8,4,2023,27,P,581,18,13,30000
2498,19,1,2022,26,L,149,8,12,20000
218,29,8,2023,32,P,773,9,11,10000
221,3,6,2023,45,P,730,9,9,40000
4767,9,3,2022,61,P,153,20,12,10000
8687,10,6,2023,46,L,127,6,4,50000
3133,31,10,2023,69,L,117,11,3,10000
9747,9,10,2023,56,P,438,6,2,30000
1341,10,8,2023,50,L,953,3,4,20000
69,7,4,2023,39,L,759,16,1,10000
145,8,12,2023,61,L,242,16,2,50000
7715,24,4,2022,49,L,48,9,3,40000
9950,18,12,2022,55,P,231,13,2,40000
3308,30,12,2023,34,P,913,8,8,20000
9357,5,12,2023,47,P,843,16,14,30000
1189,25,5,2023,26,P,819,12,10,10000
4417,14,10,2022,48,P,393,5,14,20000
7318,8,6,2023,52,L,17,4,9,10000
5572,18,1,2024,64,L,264,8,6,50000
4810,21,8,2024,44,P,962,8,6,40000
4497,23,12,2024,49,L,156,4,4,20000
6325,11,6,2023,75,P,562,18,5,10000
7768,29,3,2023,32,L,94,10,7,10000
1212,17,4,2023,52,L,419,3,2,30000
4745,13,9,2023,77,L,284,15,4,30000
4886,6,9,2022,23,L,151,6,6,40000
8677,17,10,2023,57,L,233,15,12,10000
4396,20,9,2023,61,P,524,18,7,30000
5399,17,1,2024,69,P,70,7,3,40000
7709,13,7,2022,34,P,515,6,3,10000
3484,8,10,2024,46,L,172,11,14,20000
1456,8,8,2023,61,P,755,13,7,40000
7711,29,1,2022,29,P,401,8,5,50000
2943,21,6,2022,64,P,614,12,10,30000
6662,17,6,2022,57,P,911,20,4,10000
2549,23,3,2024,35,L,193,16,1,30000
1564,4,3,2023,63,L,989,14,10,10000
4341,8,2,2024,41,L,372,20,7,10000
3773,18,12,2023,62,L,718,16,3,50000
1081,15,7,2022,43,L,946,20,8,40000
3384,20,8,2024,79,L,215,3,14,50000
3109,25,11,2022,68,L,243,2,12,30000
1509,1,1,2022,48,L,260,13,11,10000
7400,15,4,2024,79,L,813,4,4,50000
6250,17,6,2024,71,L,722,18,1,30000
7883,30,9,2024,30,L,351,20,12,10000
2029,15,9,2024,41,L,919,17,10,20000
8226,21,10,2022,35,L,540,6,6,20000
9127,11,12,2022,69,L,767,7,14,20000
6248,17,11,2023,67,P,79,5,11,10000
2319,27,7,2023,48,L,354,7,7,10000
9244,25,11,2022,77,P,961,6,7,50000
8449,2,8,2024,36,L,847,7,6,10000
4664,2,5,2023,74,P,52,20,1,40000
5303,5,8,2023,64,L,515,18,14,10000
4971,26,12,2024,43,L,146,5,8,40000
5439,7,10,2024,51,L,81,1,10,20000
1857,21,10,2023,57,L,494,6,8,20000
4088,14,2,2023,56,P,216,8,4,40000
6817,3,2,2024,65,P,236,15,11,20000
3945,30,5,2022,53,L,770,3,5,30000
3979,20,10,2022,63,P,895,9,8,10000
9553,24,8,2024,79,L,278,2,8,50000
3180,20,7,2024,67,L,571,17,14,20000
5880,17,8,2022,58,L,62,6,12,20000
5773,14,6,2022,33,P,732,19,9,30000
4579,12,8,2022,42,P,897,7,11,20000
5741,19,6,2024,61,L,610,4,5,40000
9890,7,11,2022,72,L,55,12,1,30000
1530,5,6,2022,44,P,863,2,7,10000
167,8,11,2024,39,P,493,13,3,50000
2647,14,10,2024,54,P,729,5,7,40000
7849,13,12,2022,51,P,300,6,14,30000
5392,22,8,2024,46,L,514,12,10,50000
5280,23,5,2024,57,P,572,6,13,50000
235,8,8,2024,62,L,796,16,10,20000
6670,25,5,2022,36,L,273,11,12,50000
9361,29,9,2024,62,L,176,13,8,30000
1435,26,8,2024,59,P,310,6,13,10000
6232,15,9,2022,29,L,757,20,8,20000
9414,30,9,2022,61,P,736,15,1,20000
9444,2,1,2022,21,P,83,5,8,10000
646,28,1,2024,38,L,136,13,3,30000
149,4,4,2024,30,L,639,16,5,10000
5607,17,2,2023,63,L,376,12,12,40000
1846,17,12,2024,67,L,774,7,6,50000
8203,14,8,2022,53,P,185,15,14,50000
9050,20,7,2024,64,L,330,11,3,10000
9950,20,12,2022,58,P,589,1,13,50000
4300,2,5,2022,30,L,230,12,10,40000
4859,29,6,2024,41,L,613,18,1,20000
